close,date,high,low,open,quoteVolume,volume,weightedAverage
4.55,1483599600,4.62299897,4.55,4.5769591,705.90400237,3222.92358715,4.56566838
4.52,1483601400,4.56201196,4.52,4.56201196,590.22381404,2671.00127532,4.52540411
4.46,1483603200,4.5603437,4.46,4.52034756,4432.26414432,19954.16952391,4.50202624
4.54099975,1483605000,4.54099993,4.50243507,4.50243507,15.48731193,70.324528,4.54078334
4.56201194,1483606800,4.56201195,4.44100015,4.53349162,3439.64179564,15370.88890404,4.46874698
4.53,1483608600,4.57564428,4.47503613,4.55,2841.98695251,12929.57523542,4.54948437
4.55499512,1483610400,4.55499651,4.51362827,4.52,163.56536797,742.81144395,4.54137359
4.50000002,1483612200,4.55999977,4.50000002,4.52450666,241.29117375,1093.78331068,4.53304318
4.515,1483614000,4.53,4.515,4.52999999,173.07105013,784.0104499,4.52999186
4.54999996,1483615800,4.55601586,4.50000273,4.53,226.99973683,1031.61353329,4.54455827
4.49024663,1483617600,4.544,4.44,4.53971356,1786.74326808,7999.78531657,4.47729982
4.27699991,1483619400,4.50000471,4.168,4.50000471,1530.07835703,6575.30344349,4.29736386
4.40199995,1483621200,4.40199995,4.08728648,4.26899994,4821.7454525,20371.94221239,4.22501403
4.28661875,1483623000,4.39069135,4.19400012,4.19423685,1333.88192031,5805.23068933,4.35213237
4.32829654,1483624800,4.35381065,4.28060903,4.29649992,34.43269806,147.82673029,4.29320786
4.3098832,1483626600,4.38926855,4.30008677,4.34809821,26.36266537,114.36926767,4.33830441
4.34999975,1483628400,4.38698242,4.28049273,4.30987909,304.37402862,1318.96781266,4.3333783
4.3479873,1483630200,4.36317494,4.29999472,4.34999975,45.02257358,195.93575695,4.35194484
4.29015566,1483632000,4.38587169,4.26100316,4.29999472,76.83574087,330.34240368,4.29933257
4.2320943,1483633800,4.31824558,4.21415483,4.28039614,15.16800091,64.21314606,4.23346137
4.19600001,1483635600,4.29631762,4.19600001,4.2694243,18.99120773,80.33897407,4.23032464
4.17000047,1483637400,4.25009436,4.17000047,4.20347462,10.49774335,44.06743005,4.19780028
4.25968252,1483639200,4.27772962,4.23093056,4.23093056,51.18384668,218.04564839,4.26004809
4.25000001,1483641000,4.556016,4.23100001,4.26933163,2255.30055123,10043.6705493,4.45336234
4.18479971,1483642800,4.25000002,4.17900041,4.25000001,34.66637929,145.17290122,4.18771455
4.21878641,1483644600,4.21878641,4.18995125,4.19434976,0.09632954,0.40445666,4.19867744
4.2101861,1483646400,4.28414996,4.20054869,4.21878641,17.1137894,73.3128169,4.28384475
4.26869784,1483648200,4.28968525,4.21,4.21985671,79.93060213,342.40335701,4.283758
4.215,1483650000,4.27856914,4.21000001,4.25,164.64670484,700.30142461,4.25335827
4.21,1483651800,4.23933635,4.21,4.23933635,44.37839719,186.98014396,4.21331449
4.2685845,1483653600,4.2685845,4.2,4.20000001,33.72798578,141.68765705,4.20089293
4.28275547,1483655400,4.28391071,4.23,4.27525156,294.15824962,1250.9751543,4.25272844
4.2,1483657200,4.32558706,4.2,4.23300013,235.96576451,1005.98346295,4.26326024
4.24177628,1483659000,4.24177628,4.24177628,4.24177628,0.11670806,0.49504948,4.24177628
4.24177628,1483660800,4.24177628,4.24177628,4.24177628,0,0,4.24177628
4.23182602,1483662600,4.24211925,4.20000541,4.24211915,2.33848785,9.90863916,4.23719933
4.24465151,1483664400,4.25960627,4.2,4.22218407,55.46825115,234.13257532,4.2210196
4.22,1483666200,4.22,4.22,4.22,272.74226144,1150.97234327,4.22
4.21999849,1483668000,4.22,4.19796757,4.21000005,48.8551063,205.67968075,4.20999351
4.20750731,1483669800,4.22,4.10155502,4.19796757,288.90697182,1208.17290339,4.1818752
4.19526939,1483671600,4.2170929,4.1370002,4.17054552,135.97304105,570.18778311,4.19338847
4.19400039,1483673400,4.24241408,4.19400039,4.21888361,8.56457949,35.98432529,4.20152855
4.17900108,1483675200,4.23266142,4.17900015,4.23266142,50.53692491,213.73818275,4.22934682
4.215,1483677000,4.215,4.18000001,4.18000001,0.33576032,1.41397813,4.2112723
4.21499999,1483678800,4.21499999,4.17910001,4.17910001,46.88893512,197.36054904,4.20910708
4.1791,1483680600,4.215,4.1791,4.215,0.58854735,2.46808829,4.19352545
4.215,1483682400,4.215,4.1791,4.21499998,131.49896776,550.7088734,4.18793305
4.20852928,1483684200,4.22781846,4.20852928,4.215,30.03314093,126.62898942,4.21630856
4.09,1483686000,4.1989685,4.09,4.1989685,358.91798532,1492.77174487,4.15908872
4.1282557,1483687800,4.23803449,4.0612,4.11925761,25.46325502,105.26874796,4.13414341
4.13378641,1483689600,4.19999998,4.11242578,4.15663824,6.4434312,26.96214452,4.18443895
4.17995942,1483691400,4.17995942,4.17995942,4.17995942,0.57866904,2.4188131,4.17995942
4.18381499,1483693200,4.18381499,4.14300167,4.14300167,0.06828756,0.28474391,4.16977721
4.1310013,1483695000,4.2012049,4.1059841,4.1859841,421.66602441,1749.7854794,4.1496952
4.14487327,1483696800,4.18584083,4.13588114,4.17262251,110.8949791,459.18316555,4.14070293
4.13546212,1483698600,4.13546212,4.13546212,4.13546212,4.731e-05,0.00019564,4.13546212
4.01,1483700400,4.13546214,4.01,4.13546214,823.56571536,3316.9227708,4.02751439
4.03999995,1483702200,4.057,3.90000006,4.04803481,1021.05832339,4103.2288819,4.01860382
3.88,1483704000,3.99028355,3.88,3.99028355,269.74287482,1052.83898349,3.90312064
3.94,1483705800,3.99199994,3.89,3.89,414.09314588,1622.31089784,3.9177439
3.92006467,1483707600,3.96,3.92006467,3.94,188.47538441,741.40765137,3.93371077
3.89385817,1483709400,3.93847079,3.89385817,3.91129986,1.04821289,4.08225419,3.89448959
3.95077556,1483711200,3.95077556,3.89,3.89000301,18.2735699,71.5049523,3.91302589
3.90232351,1483713000,3.94497657,3.9023235,3.91103772,149.20025487,583.1309509,3.90837771
3.92846616,1483714800,3.97999995,3.89511015,3.90232351,67.01788036,266.58606862,3.97783497
3.91152356,1483716600,3.94,3.87575758,3.94,110.45243566,428.62634287,3.88064183
3.84000002,1483718400,3.90296,3.84000002,3.87755748,36.5037863,141.07049876,3.86454428
3.80998376,1483720200,3.87627244,3.80998262,3.8433219,86.64252355,330.60013748,3.81567992
3.89639768,1483722000,3.89639768,3.80581082,3.84730315,54.56878936,209.15565876,3.83288068
3.82000007,1483723800,3.87833369,3.82000006,3.8450599,640.63628906,2479.68756526,3.8706636
3.83,1483725600,3.8578893,3.82000098,3.82000098,202.48328721,776.53712278,3.83506774
3.81569324,1483727400,3.85787524,3.81569324,3.83,117.10987852,447.41978199,3.82051273
